day,time,rank,forgo none floor,forgo none u,forgo one floor,forgo one u,forgo two floor,forgo two u,forgo three floor,forgo three u
Friday,4:30 PM,"{'Close to Food': 5, 'Quietness': 3, 'Natural Light': 4, 'Close to Outlet': 2, 'Working Alone': 1}",Basement,0.001,Basement,0.001,Basement,0.001,Basement,0.002
Friday,4:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 2, 'Working Alone': 3}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,4:30 PM,"{'Close to Food': 5, 'Quietness': 2, 'Natural Light': 4, 'Close to Outlet': 3, 'Working Alone': 1}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,4:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 3, 'Working Alone': 2}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,7:30 PM,"{'Close to Food': 5, 'Quietness': 3, 'Natural Light': 4, 'Close to Outlet': 1, 'Working Alone': 2}",First,1.893,First,1.486,Basement,1.442,Basement,3.861
Friday,7:30 PM,"{'Close to Food': 4, 'Quietness': 2, 'Natural Light': 5, 'Close to Outlet': 1, 'Working Alone': 3}",Basement,0.056,Basement,0.062,Basement,0.039,Basement,0.109
Friday,7:30 PM,"{'Close to Food': 5, 'Quietness': 3, 'Natural Light': 4, 'Close to Outlet': 2, 'Working Alone': 1}",Basement,0.001,Basement,0.001,Basement,0.001,Basement,0.003
Friday,7:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 2, 'Working Alone': 3}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,7:30 PM,"{'Close to Food': 5, 'Quietness': 2, 'Natural Light': 4, 'Close to Outlet': 3, 'Working Alone': 1}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,7:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 3, 'Working Alone': 2}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,10:30 PM,"{'Close to Food': 5, 'Quietness': 3, 'Natural Light': 4, 'Close to Outlet': 1, 'Working Alone': 2}",First,2.142,First,1.682,Basement,1.545,Basement,4.136
Friday,10:30 PM,"{'Close to Food': 4, 'Quietness': 2, 'Natural Light': 5, 'Close to Outlet': 1, 'Working Alone': 3}",Basement,0.06,Basement,0.067,Basement,0.042,Basement,0.116
Friday,10:30 PM,"{'Close to Food': 5, 'Quietness': 3, 'Natural Light': 4, 'Close to Outlet': 2, 'Working Alone': 1}",Basement,0.001,Basement,0.001,Basement,0.001,Basement,0.004
Friday,10:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 2, 'Working Alone': 3}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,10:30 PM,"{'Close to Food': 5, 'Quietness': 2, 'Natural Light': 4, 'Close to Outlet': 3, 'Working Alone': 1}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
Friday,10:30 PM,"{'Close to Food': 4, 'Quietness': 1, 'Natural Light': 5, 'Close to Outlet': 3, 'Working Alone': 2}",Basement,0.0,Basement,0.0,Basement,0.0,Basement,0.0
